UID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD
rehan       1835    1418    1882  0    4 15:43 ?        00:00:00 /usr/libexec/gsd-print-notifications
rehan       1838    1418    1838  0    4 15:43 ?        00:00:00 /usr/libexec/gsd-rfkill
rehan       1838    1418    1865  0    4 15:43 ?        00:00:00 /usr/libexec/gsd-rfkill
rehan       1838    1418    1867  0    4 15:43 ?        00:00:00 /usr/libexec/gsd-rfkill
rehan       1838    1418    1870  0    4 15:43 ?        00:00:00 /usr/libexec/gsd-rfkill
rehan       1844    1418    1844  0    4 15:43 ?        00:00:00 /usr/libexec/gsd-screensaver-proxy
rehan       1844    1418    1872  0    4 15:43 ?        00:00:00 /usr/libexec/gsd-screensaver-proxy
rehan       1844    1418    1874  0    4 15:43 ?        00:00:00 /usr/libexec/gsd-screensaver-proxy
rehan       1844    1418    1881  0    4 15:43 ?        00:00:00 /usr/libexec/gsd-screensaver-proxy
rehan       1848    1418    1848  0    5 15:43 ?        00:00:00 /usr/libexec/gsd-sharing
rehan       1848    1418    1876  0    5 15:43 ?        00:00:00 /usr/libexec/gsd-sharing
rehan       1848    1418    1877  0    5 15:43 ?        00:00:00 /usr/libexec/gsd-sharing
rehan       1848    1418    1878  0    5 15:43 ?        00:00:00 /usr/libexec/gsd-sharing
rehan       1848    1418    1888  0    5 15:43 ?        00:00:00 /usr/libexec/gsd-sharing
rehan       1852    1418    1852  0    5 15:43 ?        00:00:00 /usr/libexec/gsd-smartcard
rehan       1852    1418    1879  0    5 15:43 ?        00:00:00 /usr/libexec/gsd-smartcard
rehan       1852    1418    1880  0    5 15:43 ?        00:00:00 /usr/libexec/gsd-smartcard
rehan       1852    1418    1891  0    5 15:43 ?        00:00:00 /usr/libexec/gsd-smartcard
rehan       1852    1418    1958  0    5 15:43 ?        00:00:00 /usr/libexec/gsd-smartcard
rehan       1863    1418    1863  0    5 15:43 ?        00:00:00 /usr/libexec/gsd-sound
rehan       1863    1418    1922  0    5 15:43 ?        00:00:00 /usr/libexec/gsd-sound
rehan       1863    1418    1924  0    5 15:43 ?        00:00:00 /usr/libexec/gsd-sound
rehan       1863    1418    1928  0    5 15:43 ?        00:00:00 /usr/libexec/gsd-sound
rehan       1863    1418    1967  0    5 15:43 ?        00:00:00 /usr/libexec/gsd-sound
rehan       1864    1418    1864  0    5 15:43 ?        00:00:00 /usr/libexec/gsd-wacom
rehan       1864    1418    1918  0    5 15:43 ?        00:00:00 /usr/libexec/gsd-wacom
rehan       1864    1418    1919  0    5 15:43 ?        00:00:00 /usr/libexec/gsd-wacom
rehan       1864    1418    1925  0    5 15:43 ?        00:00:00 /usr/libexec/gsd-wacom
rehan       1864    1418    1926  0    5 15:43 ?        00:00:00 /usr/libexec/gsd-wacom
rehan       1905    1620    1905  0    8 15:43 ?        00:00:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
rehan       1905    1620    2030  0    8 15:43 ?        00:00:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
rehan       1905    1620    2031  0    8 15:43 ?        00:00:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
rehan       1905    1620    2034  0    8 15:43 ?        00:00:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
rehan       1905    1620    2035  0    8 15:43 ?        00:00:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
rehan       1905    1620    2192  0    8 15:43 ?        00:00:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
rehan       1905    1620    2196  0    8 15:43 ?        00:00:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
rehan       1905    1620    2198  0    8 15:43 ?        00:00:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
rehan       1911    1620    1911  0    4 15:43 ?        00:00:00 /usr/libexec/gsd-disk-utility-notify
rehan       1911    1620    1932  0    4 15:43 ?        00:00:00 /usr/libexec/gsd-disk-utility-notify
rehan       1911    1620    1933  0    4 15:43 ?        00:00:00 /usr/libexec/gsd-disk-utility-notify
rehan       1911    1620    1938  0    4 15:43 ?        00:00:00 /usr/libexec/gsd-disk-utility-notify
rehan       1916    1418    1916  0    5 15:43 ?        00:00:00 /usr/libexec/gvfs-udisks2-volume-monitor
rehan       1916    1418    1968  0    5 15:43 ?        00:00:00 /usr/libexec/gvfs-udisks2-volume-monitor
rehan       1916    1418    1969  0    5 15:43 ?        00:00:00 /usr/libexec/gvfs-udisks2-volume-monitor
rehan       1916    1418    1974  0    5 15:43 ?        00:00:00 /usr/libexec/gvfs-udisks2-volume-monitor
rehan       1916    1418    2008  0    5 15:43 ?        00:00:00 /usr/libexec/gvfs-udisks2-volume-monitor
rehan       1993    1810    1993  0    4 15:43 ?        00:00:00 /usr/libexec/ibus-memconf
rehan       1993    1810    1998  0    4 15:43 ?        00:00:00 /usr/libexec/ibus-memconf
rehan       1993    1810    1999  0    4 15:43 ?        00:00:00 /usr/libexec/ibus-memconf
rehan       1993    1810    2001  0    4 15:43 ?        00:00:00 /usr/libexec/ibus-memconf
rehan       1995    1810    1995  0    5 15:43 ?        00:00:02 /usr/libexec/ibus-extension-gtk3
rehan       1995    1810    2019  0    5 15:43 ?        00:00:00 /usr/libexec/ibus-extension-gtk3
rehan       1995    1810    2020  0    5 15:43 ?        00:00:00 /usr/libexec/ibus-extension-gtk3
rehan       1995    1810    2023  0    5 15:43 ?        00:00:00 /usr/libexec/ibus-extension-gtk3
rehan       1995    1810    2024  0    5 15:43 ?        00:00:00 /usr/libexec/ibus-extension-gtk3
rehan       2000    1418    2000  0    4 15:43 ?        00:00:00 /usr/libexec/ibus-portal
rehan       2000    1418    2006  0    4 15:43 ?        00:00:00 /usr/libexec/ibus-portal
rehan       2000    1418    2007  0    4 15:43 ?        00:00:00 /usr/libexec/ibus-portal
rehan       2000    1418    2009  0    4 15:43 ?        00:00:00 /usr/libexec/ibus-portal
rehan       2027    1418    2027  0    5 15:43 ?        00:00:00 /usr/libexec/gvfs-afc-volume-monitor
rehan       2027    1418    2038  0    5 15:43 ?        00:00:00 /usr/libexec/gvfs-afc-volume-monitor
rehan       2027    1418    2039  0    5 15:43 ?        00:00:00 /usr/libexec/gvfs-afc-volume-monitor
rehan       2027    1418    2040  0    5 15:43 ?        00:00:00 /usr/libexec/gvfs-afc-volume-monitor
rehan       2027    1418    2044  0    5 15:43 ?        00:00:00 /usr/libexec/gvfs-afc-volume-monitor
rehan       2043    1418    2043  0    5 15:43 ?        00:00:00 /usr/libexec/goa-daemon
rehan       2043    1418    2054  0    5 15:43 ?        00:00:00 /usr/libexec/goa-daemon
rehan       2043    1418    2056  0    5 15:43 ?        00:00:00 /usr/libexec/goa-daemon
rehan       2043    1418    2058  0    5 15:43 ?        00:00:00 /usr/libexec/goa-daemon
rehan       2043    1418    2059  0    5 15:43 ?        00:00:00 /usr/libexec/goa-daemon
rehan       2045    1418    2045  0    4 15:43 ?        00:00:00 /usr/libexec/gvfs-mtp-volume-monitor
rehan       2045    1418    2049  0    4 15:43 ?        00:00:00 /usr/libexec/gvfs-mtp-volume-monitor
rehan       2045    1418    2050  0    4 15:43 ?        00:00:00 /usr/libexec/gvfs-mtp-volume-monitor
rehan       2045    1418    2052  0    4 15:43 ?        00:00:00 /usr/libexec/gvfs-mtp-volume-monitor
rehan       2055    1418    2055  0    4 15:43 ?        00:00:00 /usr/libexec/gvfs-goa-volume-monitor
rehan       2055    1418    2063  0    4 15:43 ?        00:00:00 /usr/libexec/gvfs-goa-volume-monitor
rehan       2055    1418    2064  0    4 15:43 ?        00:00:00 /usr/libexec/gvfs-goa-volume-monitor
rehan       2055    1418    2068  0    4 15:43 ?        00:00:00 /usr/libexec/gvfs-goa-volume-monitor
rehan       2062    1418    2062  0    4 15:43 ?        00:00:00 /usr/libexec/goa-identity-service
rehan       2062    1418    2065  0    4 15:43 ?        00:00:00 /usr/libexec/goa-identity-service
rehan       2062    1418    2066  0    4 15:43 ?        00:00:00 /usr/libexec/goa-identity-service
rehan       2062    1418    2070  0    4 15:43 ?        00:00:00 /usr/libexec/goa-identity-service
rehan       2073    1418    2073  0   10 15:43 ?        00:00:00 /usr/libexec/evolution-calendar-factory
rehan       2073    1418    2080  0   10 15:43 ?        00:00:00 /usr/libexec/evolution-calendar-factory
rehan       2073    1418    2081  0   10 15:43 ?        00:00:00 /usr/libexec/evolution-calendar-factory
rehan       2073    1418    2082  0   10 15:43 ?        00:00:00 /usr/libexec/evolution-calendar-factory
rehan       2073    1418    2083  0   10 15:43 ?        00:00:00 /usr/libexec/evolution-calendar-factory
rehan       2073    1418    2084  0   10 15:43 ?        00:00:00 /usr/libexec/evolution-calendar-factory
rehan       2073    1418    2086  0   10 15:43 ?        00:00:00 /usr/libexec/evolution-calendar-factory
rehan       2073    1418    2089  0   10 15:43 ?        00:00:00 /usr/libexec/evolution-calendar-factory
rehan       2073    1418    2092  0   10 15:43 ?        00:00:00 /usr/libexec/evolution-calendar-factory
rehan       2073    1418    2093  0   10 15:43 ?        00:00:00 /usr/libexec/evolution-calendar-factory
rehan       2075    1418    2075  0    4 15:43 ?        00:00:00 /usr/libexec/gvfs-gphoto2-volume-monitor
rehan       2075    1418    2076  0    4 15:43 ?        00:00:00 /usr/libexec/gvfs-gphoto2-volume-monitor
rehan       2075    1418    2077  0    4 15:43 ?        00:00:00 /usr/libexec/gvfs-gphoto2-volume-monitor
rehan       2075    1418    2079  0    4 15:43 ?        00:00:00 /usr/libexec/gvfs-gphoto2-volume-monitor
rehan       2094    1418    2094  0    7 15:43 ?        00:00:00 /usr/libexec/evolution-addressbook-factory
rehan       2094    1418    2099  0    7 15:43 ?        00:00:00 /usr/libexec/evolution-addressbook-factory
rehan       2094    1418    2100  0    7 15:43 ?        00:00:00 /usr/libexec/evolution-addressbook-factory
rehan       2094    1418    2101  0    7 15:43 ?        00:00:00 /usr/libexec/evolution-addressbook-factory
rehan       2094    1418    2103  0    7 15:43 ?        00:00:00 /usr/libexec/evolution-addressbook-factory
rehan       2094    1418    2104  0    7 15:43 ?        00:00:00 /usr/libexec/evolution-addressbook-factory
rehan       2094    1418    2106  0    7 15:43 ?        00:00:00 /usr/libexec/evolution-addressbook-factory
rehan       2107    1810    2107  0    4 15:43 ?        00:00:00 /usr/libexec/ibus-engine-simple
rehan       2107    1810    2108  0    4 15:43 ?        00:00:00 /usr/libexec/ibus-engine-simple
rehan       2107    1810    2109  0    4 15:43 ?        00:00:00 /usr/libexec/ibus-engine-simple
rehan       2107    1810    2110  0    4 15:43 ?        00:00:01 /usr/libexec/ibus-engine-simple
rehan       2114    1418    2114  0    4 15:43 ?        00:00:00 /usr/libexec/dconf-service
rehan       2114    1418    2124  0    4 15:43 ?        00:00:00 /usr/libexec/dconf-service
rehan       2114    1418    2126  0    4 15:43 ?        00:00:00 /usr/libexec/dconf-service
rehan       2114    1418    2127  0    4 15:43 ?        00:00:00 /usr/libexec/dconf-service
rehan       2149    1608    2149  0    5 15:43 ?        00:00:00 /usr/libexec/gvfsd-trash --spawner :1.20 /org/gtk/gvfs/exec_spaw/0
rehan       2149    1608    2150  0    5 15:43 ?        00:00:00 /usr/libexec/gvfsd-trash --spawner :1.20 /org/gtk/gvfs/exec_spaw/0
rehan       2149    1608    2151  0    5 15:43 ?        00:00:00 /usr/libexec/gvfsd-trash --spawner :1.20 /org/gtk/gvfs/exec_spaw/0
rehan       2149    1608    2152  0    5 15:43 ?        00:00:00 /usr/libexec/gvfsd-trash --spawner :1.20 /org/gtk/gvfs/exec_spaw/0
rehan       2149    1608    2155  0    5 15:43 ?        00:00:00 /usr/libexec/gvfsd-trash --spawner :1.20 /org/gtk/gvfs/exec_spaw/0
rehan       2171    1418    2171  0    7 15:43 ?        00:00:00 /usr/libexec/xdg-desktop-portal
rehan       2171    1418    2172  0    7 15:43 ?        00:00:00 /usr/libexec/xdg-desktop-portal
rehan       2171    1418    2173  0    7 15:43 ?        00:00:00 /usr/libexec/xdg-desktop-portal
rehan       2171    1418    2174  0    7 15:43 ?        00:00:00 /usr/libexec/xdg-desktop-portal
rehan       2171    1418    2244  0    7 15:43 ?        00:00:00 /usr/libexec/xdg-desktop-portal
rehan       2171    1418    2251  0    7 15:43 ?        00:00:00 /usr/libexec/xdg-desktop-portal
rehan       2171    1418    2252  0    7 15:43 ?        00:00:00 /usr/libexec/xdg-desktop-portal
rehan       2183    1418    2183  0    8 15:43 ?        00:00:00 /usr/libexec/tracker-miner-fs-3
rehan       2183    1418    2187  0    8 15:43 ?        00:00:00 /usr/libexec/tracker-miner-fs-3
rehan       2183    1418    2188  0    8 15:43 ?        00:00:00 /usr/libexec/tracker-miner-fs-3
rehan       2183    1418    2189  0    8 15:43 ?        00:00:00 /usr/libexec/tracker-miner-fs-3
rehan       2183    1418    2193  0    8 15:43 ?        00:00:00 /usr/libexec/tracker-miner-fs-3
rehan       2183    1418    2195  0    8 15:43 ?        00:00:00 /usr/libexec/tracker-miner-fs-3
rehan       2183    1418    2208  0    8 15:43 ?        00:00:00 /usr/libexec/tracker-miner-fs-3
rehan       2183    1418    2209  0    8 15:43 ?        00:00:00 /usr/libexec/tracker-miner-fs-3
rehan       2184    1418    2184  0    6 15:43 ?        00:00:00 /usr/libexec/xdg-desktop-portal-gnome
rehan       2184    1418    2185  0    6 15:43 ?        00:00:00 /usr/libexec/xdg-desktop-portal-gnome
rehan       2184    1418    2186  0    6 15:43 ?        00:00:00 /usr/libexec/xdg-desktop-portal-gnome
rehan       2184    1418    2190  0    6 15:43 ?        00:00:00 /usr/libexec/xdg-desktop-portal-gnome
rehan       2184    1418    2207  0    6 15:43 ?        00:00:00 /usr/libexec/xdg-desktop-portal-gnome
rehan       2184    1418    2230  0    6 15:43 ?        00:00:00 /usr/libexec/xdg-desktop-portal-gnome
rehan       2211    1418    2211  0   12 15:43 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
rehan       2211    1418    2215  0   12 15:43 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
rehan       2211    1418    2216  0   12 15:43 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
rehan       2211    1418    2217  0   12 15:43 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
rehan       2211    1418    2219  0   12 15:43 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
rehan       2211    1418    2220  0   12 15:43 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
rehan       2211    1418    2221  0   12 15:43 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
rehan       2211    1418    2222  0   12 15:43 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
rehan       2211    1418    2223  0   12 15:43 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
rehan       2211    1418    2224  0   12 15:43 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
rehan       2211    1418    2225  0   12 15:43 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
rehan       2211    1418    2226  0   12 15:43 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
rehan       2229    1418    2229  0    4 15:43 ?        00:00:00 /usr/libexec/gsd-printer
rehan       2229    1418    2232  0    4 15:43 ?        00:00:00 /usr/libexec/gsd-printer
rehan       2229    1418    2233  0    4 15:43 ?        00:00:00 /usr/libexec/gsd-printer
rehan       2229    1418    2234  0    4 15:43 ?        00:00:00 /usr/libexec/gsd-printer
rehan       2245    1418    2245  0    5 15:43 ?        00:00:00 /usr/libexec/xdg-desktop-portal-gtk
rehan       2245    1418    2246  0    5 15:43 ?        00:00:00 /usr/libexec/xdg-desktop-portal-gtk
rehan       2245    1418    2247  0    5 15:43 ?        00:00:00 /usr/libexec/xdg-desktop-portal-gtk
rehan       2245    1418    2249  0    5 15:43 ?        00:00:00 /usr/libexec/xdg-desktop-portal-gtk
rehan       2245    1418    2250  0    5 15:43 ?        00:00:00 /usr/libexec/xdg-desktop-portal-gtk
rehan       2253    1660    2253  0   15 15:43 ?        00:00:01 gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/app/ding.js -E -P /usr/share/gnome-shell/extensions/ding@rastersoft.com/app
rehan       2253    1660    2255  0   15 15:43 ?        00:00:00 gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/app/ding.js -E -P /usr/share/gnome-shell/extensions/ding@rastersoft.com/app
rehan       2253    1660    2256  0   15 15:43 ?        00:00:00 gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/app/ding.js -E -P /usr/share/gnome-shell/extensions/ding@rastersoft.com/app
rehan       2253    1660    2257  0   15 15:43 ?        00:00:00 gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/app/ding.js -E -P /usr/share/gnome-shell/extensions/ding@rastersoft.com/app
rehan       2253    1660    2258  0   15 15:43 ?        00:00:00 gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/app/ding.js -E -P /usr/share/gnome-shell/extensions/ding@rastersoft.com/app
rehan       2253    1660    2259  0   15 15:43 ?        00:00:00 gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/app/ding.js -E -P /usr/share/gnome-shell/extensions/ding@rastersoft.com/app
rehan       2253    1660    2260  0   15 15:43 ?        00:00:00 gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/app/ding.js -E -P /usr/share/gnome-shell/extensions/ding@rastersoft.com/app
rehan       2253    1660    2261  0   15 15:43 ?        00:00:00 gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/app/ding.js -E -P /usr/share/gnome-shell/extensions/ding@rastersoft.com/app
rehan       2253    1660    2262  0   15 15:43 ?        00:00:00 gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/app/ding.js -E -P /usr/share/gnome-shell/extensions/ding@rastersoft.com/app
rehan       2253    1660    2263  0   15 15:43 ?        00:00:00 gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/app/ding.js -E -P /usr/share/gnome-shell/extensions/ding@rastersoft.com/app
rehan       2253    1660    2264  0   15 15:43 ?        00:00:00 gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/app/ding.js -E -P /usr/share/gnome-shell/extensions/ding@rastersoft.com/app
rehan       2253    1660    2265  0   15 15:43 ?        00:00:00 gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/app/ding.js -E -P /usr/share/gnome-shell/extensions/ding@rastersoft.com/app
rehan       2253    1660    2269  0   15 15:43 ?        00:00:00 gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/app/ding.js -E -P /usr/share/gnome-shell/extensions/ding@rastersoft.com/app
rehan       2253    1660    2348  0   15 15:43 ?        00:00:00 gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/app/ding.js -E -P /usr/share/gnome-shell/extensions/ding@rastersoft.com/app
rehan       2253    1660    2884  0   15 15:44 ?        00:00:00 gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/app/ding.js -E -P /usr/share/gnome-shell/extensions/ding@rastersoft.com/app
rehan       2270    1418    2270  0    1 15:43 ?        00:00:00 /snap/snapd-desktop-integration/343/usr/bin/snapd-desktop-integration
rehan       2276    1418    2276  0    4 15:43 ?        00:00:00 /usr/libexec/gvfsd-metadata
rehan       2276    1418    2277  0    4 15:43 ?        00:00:00 /usr/libexec/gvfsd-metadata
rehan       2276    1418    2278  0    4 15:43 ?        00:00:00 /usr/libexec/gvfsd-metadata
rehan       2276    1418    2279  0    4 15:43 ?        00:00:00 /usr/libexec/gvfsd-metadata
rehan       2328    2270    2328  0    5 15:43 ?        00:00:00 /snap/snapd-desktop-integration/343/usr/bin/snapd-desktop-integration
rehan       2328    2270    2349  0    5 15:43 ?        00:00:00 /snap/snapd-desktop-integration/343/usr/bin/snapd-desktop-integration
rehan       2328    2270    2350  0    5 15:43 ?        00:00:00 /snap/snapd-desktop-integration/343/usr/bin/snapd-desktop-integration
rehan       2328    2270    2351  0    5 15:43 ?        00:00:00 /snap/snapd-desktop-integration/343/usr/bin/snapd-desktop-integration
rehan       2328    2270    2352  0    5 15:43 ?        00:00:00 /snap/snapd-desktop-integration/343/usr/bin/snapd-desktop-integration
cups-br+    2389       1    2389  0    4 15:43 ?        00:00:00 /usr/sbin/cups-browsed
cups-br+    2389       1    2397  0    4 15:43 ?        00:00:00 /usr/sbin/cups-browsed
cups-br+    2389       1    2398  0    4 15:43 ?        00:00:00 /usr/sbin/cups-browsed
cups-br+    2389       1    2399  0    4 15:43 ?        00:00:00 /usr/sbin/cups-browsed
kernoops    2391       1    2391  0    1 15:43 ?        00:00:00 /usr/sbin/kerneloops --test
kernoops    2395       1    2395  0    1 15:43 ?        00:00:00 /usr/sbin/kerneloops
rehan       2417    1660    2417  3   37 15:43 ?        00:00:53 /opt/google/chrome/chrome
rehan       2417    1660    2432  0   37 15:43 ?        00:00:00 /opt/google/chrome/chrome
rehan       2417    1660    2438  0   37 15:43 ?        00:00:00 /opt/google/chrome/chrome
rehan       2417    1660    2441  0   37 15:43 ?        00:00:00 /opt/google/chrome/chrome
rehan       2417    1660    2442  0   37 15:43 ?        00:00:00 /opt/google/chrome/chrome
rehan       2417    1660    2443  0   37 15:43 ?        00:00:00 /opt/google/chrome/chrome
rehan       2417    1660    2444  2   37 15:43 ?        00:00:46 /opt/google/chrome/chrome
rehan       2417    1660    2445  0   37 15:43 ?        00:00:00 /opt/google/chrome/chrome
rehan       2417    1660    2446  2   37 15:43 ?        00:00:39 /opt/google/chrome/chrome
rehan       2417    1660    2447  0   37 15:43 ?        00:00:00 /opt/google/chrome/chrome
rehan       2417    1660    2448  1   37 15:43 ?        00:00:18 /opt/google/chrome/chrome
rehan       2417    1660    2449  0   37 15:43 ?        00:00:00 /opt/google/chrome/chrome
rehan       2417    1660    2452  0   37 15:43 ?        00:00:00 /opt/google/chrome/chrome
rehan       2417    1660    2453  0   37 15:43 ?        00:00:00 /opt/google/chrome/chrome
rehan       2417    1660    2454  0   37 15:43 ?        00:00:00 /opt/google/chrome/chrome
rehan       2417    1660    2455  0   37 15:43 ?        00:00:00 /opt/google/chrome/chrome
rehan       2417    1660    2456  0   37 15:43 ?        00:00:00 /opt/google/chrome/chrome
rehan       2417    1660    2458  0   37 15:43 ?        00:00:00 /opt/google/chrome/chrome
rehan       2417    1660    2459  0   37 15:43 ?        00:00:15 /opt/google/chrome/chrome
rehan       2417    1660    2460  0   37 15:43 ?        00:00:00 /opt/google/chrome/chrome
rehan       2417    1660    2461  0   37 15:43 ?        00:00:02 /opt/google/chrome/chrome
rehan       2417    1660    2462  0   37 15:43 ?        00:00:00 /opt/google/chrome/chrome
rehan       2417    1660    2463  0   37 15:43 ?        00:00:00 /opt/google/chrome/chrome
rehan       2417    1660    2464  0   37 15:43 ?        00:00:00 /opt/google/chrome/chrome
rehan       2417    1660    2465  0   37 15:43 ?        00:00:00 /opt/google/chrome/chrome
rehan       2417    1660    2466  0   37 15:43 ?        00:00:00 /opt/google/chrome/chrome
rehan       2417    1660    2467  0   37 15:43 ?        00:00:00 /opt/google/chrome/chrome
rehan       2417    1660    2561  0   37 15:43 ?        00:00:00 /opt/google/chrome/chrome
rehan       2417    1660    2563  0   37 15:43 ?        00:00:00 /opt/google/chrome/chrome
rehan       2417    1660    2564  0   37 15:43 ?        00:00:00 /opt/google/chrome/chrome
rehan       2417    1660    2565  0   37 15:43 ?        00:00:00 /opt/google/chrome/chrome
rehan       2417    1660    2566  0   37 15:43 ?        00:00:00 /opt/google/chrome/chrome
rehan       2417    1660    2567  0   37 15:43 ?        00:00:00 /opt/google/chrome/chrome
rehan       2417    1660    2568  0   37 15:43 ?        00:00:00 /opt/google/chrome/chrome
rehan       2417    1660    2569  0   37 15:43 ?        00:00:00 /opt/google/chrome/chrome
rehan       2417    1660    2570  0   37 15:43 ?        00:00:00 /opt/google/chrome/chrome
rehan       2417    1660    2571  0   37 15:43 ?        00:00:00 /opt/google/chrome/chrome
rehan       2423    2417    2423  0    1 15:43 ?        00:00:00 cat
rehan       2424    2417    2424  0    1 15:43 ?        00:00:00 cat
rehan       2426    1418    2426  0    3 15:43 ?        00:00:00 /opt/google/chrome/chrome_crashpad_handler --monitor-self --monitor-self-annotation=ptype=crashpad-handler --database=/home/rehan/.config/google-chrome/Crash Reports --metrics-dir=/home/rehan/.config/google-chrome --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=lsb-release=Ubuntu 24.04.3 LTS --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=143.0.7499.192 --initial-client-fd=5 --shared-client-connection
rehan       2426    1418    2430  0    3 15:43 ?        00:00:00 /opt/google/chrome/chrome_crashpad_handler --monitor-self --monitor-self-annotation=ptype=crashpad-handler --database=/home/rehan/.config/google-chrome/Crash Reports --metrics-dir=/home/rehan/.config/google-chrome --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=lsb-release=Ubuntu 24.04.3 LTS --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=143.0.7499.192 --initial-client-fd=5 --shared-client-connection
rehan       2426    1418    2431  0    3 15:43 ?        00:00:00 /opt/google/chrome/chrome_crashpad_handler --monitor-self --monitor-self-annotation=ptype=crashpad-handler --database=/home/rehan/.config/google-chrome/Crash Reports --metrics-dir=/home/rehan/.config/google-chrome --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=lsb-release=Ubuntu 24.04.3 LTS --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=143.0.7499.192 --initial-client-fd=5 --shared-client-connection
rehan       2428    1418    2428  0    2 15:43 ?        00:00:00 /opt/google/chrome/chrome_crashpad_handler --no-periodic-tasks --monitor-self-annotation=ptype=crashpad-handler --database=/home/rehan/.config/google-chrome/Crash Reports --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=lsb-release=Ubuntu 24.04.3 LTS --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=143.0.7499.192 --initial-client-fd=4 --shared-client-connection
rehan       2428    1418    2429  0    2 15:43 ?        00:00:00 /opt/google/chrome/chrome_crashpad_handler --no-periodic-tasks --monitor-self-annotation=ptype=crashpad-handler --database=/home/rehan/.config/google-chrome/Crash Reports --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=lsb-release=Ubuntu 24.04.3 LTS --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=143.0.7499.192 --initial-client-fd=4 --shared-client-connection
rehan       2434    2417    2434  0    1 15:43 ?        00:00:00 /opt/google/chrome/chrome --type=zygote --no-zygote-sandbox --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --change-stack-guard-on-fork=enable
rehan       2435    2417    2435  0    1 15:43 ?        00:00:00 /opt/google/chrome/chrome --type=zygote --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --change-stack-guard-on-fork=enable
rehan       2437    2435    2437  0    1 15:43 ?        00:00:00 /opt/google/chrome/chrome --type=zygote --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --change-stack-guard-on-fork=enable
